topic,description,difficulty,remark,subfield,geometric_structure_data
Lagrange_Multipliers,Method for finding extrema of a function under constraints.,Hard,Widely used optimization technique.,Multivariable Calculus,"schema=geo-kp-edge-1.0; unit=manim_unit; topic=Lagrange_Multipliers; mode=hypothesized; OBJ_1:formula_box; BOX:C(0,0,0),w=10.2,h=2.3; TEXT:A(0,0,0),'∇f = λ∇g'; OPS:create_box>place_text; source=hypothesized; confidence=0.6."
Euler_Lagrange_Equation,Central equation in calculus of variations for optimizing functionals.,Hard,Foundation of analytical mechanics.,Calculus,"schema=geo-kp-edge-1.0; unit=manim_unit; topic=Euler_Lagrange_Equation; mode=hypothesized; OBJ_1:formula_box; BOX:C(0,0,0),w=11.0,h=2.4; TEXT:A(0,0,0),'d/dx(∂L/∂y')−∂L/∂y=0'; OPS:create_box>place_text; source=hypothesized; confidence=0.6."
Cauchy_Integral_Formula,Values of analytic functions inside a contour can be determined from boundary integrals.,Hard,Key theorem in complex analysis.,Complex Analysis,"schema=geo-kp-edge-1.0; unit=manim_unit; topic=Cauchy_Integral_Formula; mode=hypothesized; OBJ_1:formula_box; BOX:C(0,0,0),w=11.0,h=2.5; TEXT:A(0,0,0),'f(a)=1/(2πi)∮ f(z)/(z−a) dz'; OPS:create_box>place_text; source=hypothesized; confidence=0.6."
Residue_Theorem,Complex integrals can be evaluated using residues at singularities.,Hard,Powerful contour integration technique.,Complex Analysis,"schema=geo-kp-edge-1.0; unit=manim_unit; topic=Residue_Theorem; mode=hypothesized; OBJ_1:formula_box; BOX:C(0,0,0),w=10.6,h=2.4; TEXT:A(0,0,0),'∮f(z)dz=2πi ΣRes(f,a_k)'; OPS:create_box>place_text; source=hypothesized; confidence=0.6."
Chinese_Remainder_Theorem,Provides a solution to simultaneous congruences with coprime moduli.,Hard,Important theorem in number theory.,Number Theory,"schema=geo-kp-edge-1.0; unit=manim_unit; topic=Chinese_Remainder_Theorem; mode=hypothesized; OBJ_1:formula_box; BOX:C(0,0,0),w=10.8,h=2.3; TEXT:A(0,0,0),'x≡a_i (mod n_i)'; OPS:create_box>place_text; source=hypothesized; confidence=0.6."
Euler_Totient_Function,Counts positive integers less than n that are coprime to n.,Hard,Central concept in number theory.,Number Theory,"schema=geo-kp-edge-1.0; unit=manim_unit; topic=Euler_Totient_Function; mode=hypothesized; OBJ_1:formula_box; BOX:C(0,0,0),w=9.6,h=2.2; TEXT:A(0,0,0),'φ(n)=n∏(1−1/p)'; OPS:create_box>place_text; source=hypothesized; confidence=0.6."
Generating_Function_Definition,Generating functions encode sequences into power series.,Hard,Powerful tool in combinatorics.,Combinatorics,"schema=geo-kp-edge-1.0; unit=manim_unit; topic=Generating_Function_Definition; mode=hypothesized; OBJ_1:formula_box; BOX:C(0,0,0),w=10.0,h=2.3; TEXT:A(0,0,0),'G(x)=Σ a_n x^n'; OPS:create_box>place_text; source=hypothesized; confidence=0.6."
Inclusion_Exclusion_Principle,Computes union size of sets using alternating sums.,Hard,Essential counting principle.,Combinatorics,"schema=geo-kp-edge-1.0; unit=manim_unit; topic=Inclusion_Exclusion_Principle; mode=hypothesized; OBJ_1:formula_box; BOX:C(0,0,0),w=10.8,h=2.4; TEXT:A(0,0,0),'|A∪B|=|A|+|B|−|A∩B|'; OPS:create_box>place_text; source=hypothesized; confidence=0.6."
Bayes_Theorem_General_Form,Updates probability based on new evidence.,Hard,Core theorem of probabilistic inference.,Probability,"schema=geo-kp-edge-1.0; unit=manim_unit; topic=Bayes_Theorem_General_Form; mode=hypothesized; OBJ_1:formula_box; BOX:C(0,0,0),w=10.4,h=2.3; TEXT:A(0,0,0),'P(A|B)=P(B|A)P(A)/P(B)'; OPS:create_box>place_text; source=hypothesized; confidence=0.6."
Markov_Chain_Transition_Matrix,Transition matrices describe probabilities of moving between states.,Hard,Foundation of stochastic processes.,Probability,"schema=geo-kp-edge-1.0; unit=manim_unit; topic=Markov_Chain_Transition_Matrix; mode=hypothesized; OBJ_1:formula_box; BOX:C(0,0,0),w=10.6,h=2.3; TEXT:A(0,0,0),'P_{ij}=P(X_{n+1}=j|X_n=i)'; OPS:create_box>place_text; source=hypothesized; confidence=0.6."
Black_Scholes_Equation,Partial differential equation describing option pricing in finance.,Hard,Fundamental model in quantitative finance.,Applied Mathematics,"schema=geo-kp-edge-1.0; unit=manim_unit; topic=Black_Scholes_Equation; mode=hypothesized; OBJ_1:formula_box; BOX:C(0,0,0),w=11.5,h=2.6; TEXT:A(0,0,0),'∂V/∂t + 1/2σ²S²∂²V/∂S² + rS∂V/∂S − rV =0'; OPS:create_box>place_text; source=hypothesized; confidence=0.6."
Lebesgue_Integration_Concept,Lebesgue integration generalizes Riemann integration by measuring sets where a function takes certain values.,Hard,Foundation of modern real analysis.,Real Analysis,"schema=geo-kp-edge-1.0; unit=manim_unit; topic=Lebesgue_Integration_Concept; mode=hypothesized; OBJ_1:formula_box; BOX:C(0,0,0),w=11.2,h=2.5; TEXT:A(0,0,0),'∫ f dμ (Lebesgue integral)'; OPS:create_box>place_text; source=hypothesized; confidence=0.6."
Uniform_Convergence_Definition,A sequence of functions converges uniformly if convergence occurs at the same rate over the entire domain.,Hard,Key concept for exchanging limits and integrals.,Real Analysis,"schema=geo-kp-edge-1.0; unit=manim_unit; topic=Uniform_Convergence_Definition; mode=hypothesized; OBJ_1:formula_box; BOX:C(0,0,0),w=10.8,h=2.4; TEXT:A(0,0,0),'∀ε>0 ∃N: |f_n−f|<ε'; OPS:create_box>place_text; source=hypothesized; confidence=0.6."
Stone_Weierstrass_Theorem,Continuous functions on compact sets can be uniformly approximated by polynomials.,Hard,Central approximation theorem in analysis.,Real Analysis,"schema=geo-kp-edge-1.0; unit=manim_unit; topic=Stone_Weierstrass_Theorem; mode=hypothesized; OBJ_1:formula_box; BOX:C(0,0,0),w=11.0,h=2.4; TEXT:A(0,0,0),'Polynomial approximation of C(K)'; OPS:create_box>place_text; source=hypothesized; confidence=0.6."
Banach_Fixed_Point_Theorem,A contraction mapping on a complete metric space has a unique fixed point.,Hard,Widely used in existence and uniqueness proofs.,Functional Analysis,"schema=geo-kp-edge-1.0; unit=manim_unit; topic=Banach_Fixed_Point_Theorem; mode=hypothesized; OBJ_1:formula_box; BOX:C(0,0,0),w=11.2,h=2.5; TEXT:A(0,0,0),'d(Tx,Ty)≤kd(x,y), k<1'; OPS:create_box>place_text; source=hypothesized; confidence=0.6."
Hahn_Banach_Theorem,Linear functionals can be extended while preserving boundedness.,Hard,Fundamental theorem in functional analysis.,Functional Analysis,"schema=geo-kp-edge-1.0; unit=manim_unit; topic=Hahn_Banach_Theorem; mode=hypothesized; OBJ_1:formula_box; BOX:C(0,0,0),w=10.8,h=2.4; TEXT:A(0,0,0),'Extension of bounded linear functionals'; OPS:create_box>place_text; source=hypothesized; confidence=0.6."
Compactness_Heine_Borel,"In Euclidean space, a set is compact iff it is closed and bounded.",Hard,Important criterion in topology and analysis.,Topology,"schema=geo-kp-edge-1.0; unit=manim_unit; topic=Compactness_Heine_Borel; mode=hypothesized; OBJ_1:formula_box; BOX:C(0,0,0),w=10.5,h=2.3; TEXT:A(0,0,0),'compact ⇔ closed + bounded'; OPS:create_box>place_text; source=hypothesized; confidence=0.6."
Open_Mapping_Theorem,A surjective bounded linear operator between Banach spaces is an open map.,Hard,Core result in functional analysis.,Functional Analysis,"schema=geo-kp-edge-1.0; unit=manim_unit; topic=Open_Mapping_Theorem; mode=hypothesized; OBJ_1:formula_box; BOX:C(0,0,0),w=10.8,h=2.4; TEXT:A(0,0,0),'Surjective bounded operator ⇒ open'; OPS:create_box>place_text; source=hypothesized; confidence=0.6."
Implicit_Function_Theorem,Provides conditions under which equations define implicit functions locally.,Hard,Key theorem in multivariable calculus.,Multivariable Calculus,"schema=geo-kp-edge-1.0; unit=manim_unit; topic=Implicit_Function_Theorem; mode=hypothesized; OBJ_1:formula_box; BOX:C(0,0,0),w=11.0,h=2.4; TEXT:A(0,0,0),'det(∂F/∂y)≠0 ⇒ y=y(x)'; OPS:create_box>place_text; source=hypothesized; confidence=0.6."
Inverse_Function_Theorem_Advanced,A differentiable map with invertible Jacobian is locally invertible.,Hard,Foundation of local differential geometry.,Multivariable Calculus,"schema=geo-kp-edge-1.0; unit=manim_unit; topic=Inverse_Function_Theorem_Advanced; mode=hypothesized; OBJ_1:formula_box; BOX:C(0,0,0),w=11.0,h=2.4; TEXT:A(0,0,0),'det(Jf)≠0 ⇒ local inverse exists'; OPS:create_box>place_text; source=hypothesized; confidence=0.6."
Jordan_Canonical_Form,Every square matrix over an algebraically closed field is similar to a Jordan form.,Hard,Advanced matrix decomposition theorem.,Linear Algebra,"schema=geo-kp-edge-1.0; unit=manim_unit; topic=Jordan_Canonical_Form; mode=hypothesized; OBJ_1:formula_box; BOX:C(0,0,0),w=10.6,h=2.3; TEXT:A(0,0,0),'A=PJP^{-1}'; OPS:create_box>place_text; source=hypothesized; confidence=0.6."
Gram_Schmidt_Orthogonalization,Converts a linearly independent set into an orthonormal basis.,Hard,Essential in numerical linear algebra.,Linear Algebra,"schema=geo-kp-edge-1.0; unit=manim_unit; topic=Gram_Schmidt_Orthogonalization; mode=hypothesized; OBJ_1:formula_box; BOX:C(0,0,0),w=10.8,h=2.4; TEXT:A(0,0,0),'u_k=v_k−Σ proj_{u_i}(v_k)'; OPS:create_box>place_text; source=hypothesized; confidence=0.6."
Singular_Value_Decomposition,Any matrix can be decomposed into orthogonal matrices and a diagonal matrix of singular values.,Hard,Fundamental in data science and optimization.,Linear Algebra,"schema=geo-kp-edge-1.0; unit=manim_unit; topic=Singular_Value_Decomposition; mode=hypothesized; OBJ_1:formula_box; BOX:C(0,0,0),w=10.6,h=2.3; TEXT:A(0,0,0),'A=UΣV^T'; OPS:create_box>place_text; source=hypothesized; confidence=0.6."
Poisson_Distribution,Probability distribution describing rare events in a fixed interval.,Hard,Common in stochastic modeling.,Probability,"schema=geo-kp-edge-1.0; unit=manim_unit; topic=Poisson_Distribution; mode=hypothesized; OBJ_1:formula_box; BOX:C(0,0,0),w=10.2,h=2.3; TEXT:A(0,0,0),'P(X=k)=e^{-λ}λ^k/k!'; OPS:create_box>place_text; source=hypothesized; confidence=0.6."
Central_Limit_Theorem,The normalized sum of independent random variables converges to a normal distribution.,Hard,One of the most important results in probability theory.,Probability,"schema=geo-kp-edge-1.0; unit=manim_unit; topic=Central_Limit_Theorem; mode=hypothesized; OBJ_1:formula_box; BOX:C(0,0,0),w=11.2,h=2.5; TEXT:A(0,0,0),'(ΣX_i−nμ)/(σ√n) → N(0,1)'; OPS:create_box>place_text; source=hypothesized; confidence=0.6."
Martingale_Definition,A stochastic process whose expected future value equals the current value.,Hard,Core concept in modern probability.,Probability,"schema=geo-kp-edge-1.0; unit=manim_unit; topic=Martingale_Definition; mode=hypothesized; OBJ_1:formula_box; BOX:C(0,0,0),w=10.6,h=2.3; TEXT:A(0,0,0),'E[X_{n+1}|F_n]=X_n'; OPS:create_box>place_text; source=hypothesized; confidence=0.6."
Noethers_Theorem,Symmetries of a physical system correspond to conservation laws.,Hard,Foundational theorem in theoretical physics.,Applied Mathematics,"schema=geo-kp-edge-1.0; unit=manim_unit; topic=Noethers_Theorem; mode=hypothesized; OBJ_1:formula_box; BOX:C(0,0,0),w=10.8,h=2.4; TEXT:A(0,0,0),'symmetry ⇒ conservation law'; OPS:create_box>place_text; source=hypothesized; confidence=0.6."
Heat_Equation,Partial differential equation describing heat diffusion over time.,Hard,Classical PDE in mathematical physics.,Differential Equations,"schema=geo-kp-edge-1.0; unit=manim_unit; topic=Heat_Equation; mode=hypothesized; OBJ_1:formula_box; BOX:C(0,0,0),w=9.8,h=2.3; TEXT:A(0,0,0),'∂u/∂t = α∂²u/∂x²'; OPS:create_box>place_text; source=hypothesized; confidence=0.6."
Wave_Equation,Describes propagation of waves such as sound or light.,Hard,Fundamental equation in physics.,Differential Equations,"schema=geo-kp-edge-1.0; unit=manim_unit; topic=Wave_Equation; mode=hypothesized; OBJ_1:formula_box; BOX:C(0,0,0),w=9.8,h=2.3; TEXT:A(0,0,0),'∂²u/∂t² = c²∂²u/∂x²'; OPS:create_box>place_text; source=hypothesized; confidence=0.6."
Navier_Stokes_Equation,Governs motion of viscous fluid substances.,Hard,One of the most challenging equations in mathematics.,Applied Mathematics,"schema=geo-kp-edge-1.0; unit=manim_unit; topic=Navier_Stokes_Equation; mode=hypothesized; OBJ_1:formula_box; BOX:C(0,0,0),w=11.6,h=2.6; TEXT:A(0,0,0),'ρ(∂v/∂t+v·∇v)=−∇p+μ∇²v'; OPS:create_box>place_text; source=hypothesized; confidence=0.6."
Hamiltonian_System,Hamiltonian equations describe evolution of dynamical systems using energy functions.,Hard,Core framework in classical mechanics.,Applied Mathematics,"schema=geo-kp-edge-1.0; unit=manim_unit; topic=Hamiltonian_System; mode=hypothesized; OBJ_1:formula_box; BOX:C(0,0,0),w=10.4,h=2.3; TEXT:A(0,0,0),'dq/dt=∂H/∂p, dp/dt=−∂H/∂q'; OPS:create_box>place_text; source=hypothesized; confidence=0.6."
